ID CLIENTE,EDAD,ESTADO CIVIL,TIPO DE TARJETA,"CLASE DE
CLIENTE","UTILIDAD 
PROMEDIO TC",SALDO CANCELADO TC ,"TOTAL DE 
RECLAMOS","INGRESO 
MENSUAL","CUENTA 
SUELDO","CANTIDAD DE PRODUCTO
FINANCIERO DEL BBVA",ANTIGUEDAD,"USO DE BANCA
POR INTERNET","DEUDA TOTAL DE 
TARJETA DECREDITO","LINEA DISPONIBLE DE 
TARJETA DE CREDITO","LINEA TOTAL DE 
TARJETA DE CREDITO"
ID629,26,Casado,Black,PREMIUN, 246 ,0,1," 12,000 ",0,3,0,1," 9,000 ", -   ," 9,000 "
ID630,26,Divorsiado,Black,PREMIUN," 3,828 ",0,1," 15,000 ",1,2,0,0, -   ," 6,000 "," 6,000 "
ID631,79,Casado,Plata,PREMIUN," 1,077 ",0,2," 17,000 ",0,4,8,1, -   ," 30,000 "," 30,000 "
ID632,79,Casado,Life signature,PREMIUN, -   ,0,2," 16,000 ",0,2,0,1, -   ," 3,000 "," 3,000 "
ID633,28,Casado,Oro,VIP," 6,964 ",3523,1," 14,000 ",1,3,0,0," 11,000 "," 3,000 "," 14,000 "
ID634,28,Divorsiado,Life signature,VIP, 208 ,3158,1," 19,000 ",0,2,0,1," 5,000 "," 12,000 "," 17,000 "
ID635,56,Soltero,Black,VIP, -   ,37,3," 14,000 ",1,4,0,0, -   ," 6,000 "," 6,000 "
ID636,56,Divorsiado,Black,VIP,-22 ,978,3," 13,000 ",0,4,0,0," 2,000 "," 3,000 "," 5,000 "
ID637,26,Soltero,Plata,PREMIUN, 259 ,0,3," 16,000 ",0,2,1,1, -   ," 34,000 "," 34,000 "
ID638,26,Divorsiado,Life signature,PREMIUN," 4,280 ",0,3," 12,000 ",0,4,9,0, -   ," 40,000 "," 40,000 "
ID639,29,Casado,Life plata,CLASICO, -   ,675,1," 19,000 ",1,2,10,1," 34,000 "," 40,000 "," 74,000 "
ID640,29,Divorsiado,Black,CLASICO," 3,059 ",1070,1," 19,000 ",0,2,4,0," 8,000 "," 37,000 "," 45,000 "
ID641,27,Casado,Life signature,VIP, 209 ,3093,0," 18,000 ",0,4,0,0, -   ," 100,000 "," 100,000 "
ID642,27,Casado,Oro,VIP, 117 ,2587,0," 13,000 ",0,4,1,0, -   ," 6,000 "," 6,000 "
ID643,44,Divorsiado,Plata,PREMIUN, -   ,102,7," 19,000 ",0,4,7,1, -   ," 20,000 "," 20,000 "
ID644,26,Soltero,Black,VIP, -   ,2062,2," 15,000 ",0,4,0,1, -   ," 80,000 "," 80,000 "
ID645,26,Divorsiado,Oro,VIP, 743 ,705,2," 12,000 ",1,4,0,0, -   ," 30,000 "," 30,000 "
ID646,31,Casado,Plata,PREMIUN," 2,362 ",0,1," 15,000 ",0,4,0,0, -   ," 60,000 "," 60,000 "
ID647,31,Casado,Black,PREMIUN," 17,918 ",0,1," 12,000 ",1,2,0,0," 11,000 "," 3,000 "," 14,000 "
ID648,34,Soltero,Life plata,VIP, 0 ,3323,3," 18,000 ",1,4,0,1," 1,000 "," 75,000 "," 76,000 "
ID649,34,Soltero,Life signature,VIP, 914 ,0,3," 15,000 ",1,2,4,0," 2,000 "," 3,000 "," 5,000 "
ID650,43,Divorsiado,Life signature,VIP," 6,783 ",0,1," 13,000 ",0,2,0,0, -   ," 34,000 "," 34,000 "
ID651,43,Soltero,Life signature,VIP,-556 ,0,1," 16,000 ",1,2,0,0, -   ," 70,000 "," 70,000 "
ID652,56,Divorsiado,Oro,CLASICO, -   ,0,1," 19,000 ",1,2,4,0," 34,000 "," 40,000 "," 74,000 "
ID653,56,Soltero,Life plata,CLASICO, -   ,0,1," 13,000 ",1,3,8,0, -   ," 69,000 "," 69,000 "
ID654,27,Casado,Life plata,PREMIUN, 210 ,0,2," 18,000 ",1,2,0,0, -   ," 80,000 "," 80,000 "
ID655,27,Casado,Life signature,PREMIUN," 10,866 ",0,2," 16,000 ",1,3,0,0, -   ," 100,000 "," 100,000 "
ID656,35,Casado,Plata,VIP, 43 ,0,0," 12,000 ",1,4,0,1, -   ," 11,000 "," 11,000 "
ID657,35,Casado,Life plata,VIP, -   ,0,0," 16,000 ",1,3,0,1, -   ," 80,000 "," 80,000 "
ID658,28,Casado,Black,PREMIUN, 349 ,0,2," 16,000 ",0,3,0,0, -   ," 60,000 "," 60,000 "
ID659,28,Divorsiado,Black,PREMIUN," 1,762 ",0,2," 17,000 ",0,2,0,1, -   ," 120,000 "," 120,000 "
ID660,26,Casado,Plata,VIP, 779 ,0,2," 17,000 ",1,2,0,1," 1,000 "," 75,000 "," 76,000 "
ID661,26,Soltero,Black,VIP, 431 ,0,2," 17,000 ",0,3,5,0, -   ," 40,000 "," 40,000 "
ID662,26,Casado,Oro,CLASICO, -   ,0,1," 18,000 ",1,4,0,0, -   ," 40,000 "," 40,000 "
ID663,26,Soltero,Plata,CLASICO, -   ,0,1," 17,000 ",0,2,4,1, -   ," 70,000 "," 70,000 "
ID664,47,Soltero,Life plata,VIP, -   ,45,3," 14,000 ",1,2,0,1, -   ," 33,000 "," 33,000 "
ID665,23,Casado,Plata,PREMIUN," 3,844 ",0,1," 16,000 ",0,2,0,0," 5,000 "," 19,000 "," 24,000 "
ID666,23,Divorsiado,Life plata,PREMIUN," 6,036 ",0,1," 15,000 ",0,2,6,1, -   ," 69,000 "," 69,000 "
ID667,34,Soltero,Life signature,CLASICO," 7,363 ",0,2," 15,000 ",0,4,0,1, -   ," 19,000 "," 19,000 "
ID668,34,Casado,Black,CLASICO, -   ,0,2," 15,000 ",1,3,0,1, -   ," 80,000 "," 80,000 "
ID669,31,Casado,Black,PREMIUN,-1 ,0,0," 13,000 ",1,4,1,1," 7,000 "," 15,000 "," 22,000 "
ID670,31,Soltero,Oro,PREMIUN,-246 ,0,0," 14,000 ",1,3,5,1, -   ," 11,000 "," 11,000 "
ID671,52,Casado,Life signature,VIP," 15,593 ",0,1," 14,000 ",1,3,0,0," 4,000 "," 15,000 "," 19,000 "
ID672,52,Divorsiado,Life plata,VIP, -   ,0,1," 12,000 ",0,2,0,0, -   ," 120,000 "," 120,000 "
ID673,24,Soltero,Life plata,PREMIUN," 10,202 ",0,3," 15,000 ",0,3,2,1, -   ," 40,000 "," 40,000 "
ID674,24,Divorsiado,Plata,PREMIUN," 2,647 ",0,3," 19,000 ",1,3,4,1," 6,000 "," 58,000 "," 64,000 "
ID675,26,Casado,Oro,VIP,-31 ,0,1," 16,000 ",1,2,5,0," 3,000 "," 76,000 "," 79,000 "
ID676,26,Casado,Plata,VIP, 315 ,0,1," 16,000 ",0,4,1,0, -   ," 40,000 "," 40,000 "
ID677,71,Divorsiado,Black,PREMIUN, -   ,0,4," 12,000 ",0,4,0,0, -   ," 74,000 "," 74,000 "
ID678,71,Casado,Life signature,PREMIUN, -   ,0,4," 15,000 ",1,4,0,0," 5,000 "," 19,000 "," 24,000 "
ID679,34,Soltero,Life signature,CLASICO," 22,201 ",0,2," 17,000 ",0,4,0,0, -   ," 80,000 "," 80,000 "
ID680,34,Casado,Plata,CLASICO, -   ,0,2," 15,000 ",1,3,0,0, -   ," 19,000 "," 19,000 "
ID681,32,Casado,Oro,PREMIUN, -   ,0,3," 17,000 ",1,2,5,1," 7,000 "," 15,000 "," 22,000 "
ID682,32,Casado,Plata,PREMIUN, 382 ,0,3," 13,000 ",1,3,8,0, -   ," 50,000 "," 50,000 "
ID683,25,Casado,Black,PREMIUN," 1,806 ",0,1," 13,000 ",0,2,0,1, -   ," 17,000 "," 17,000 "
ID684,25,Soltero,Life signature,PREMIUN," 2,088 ",0,1," 15,000 ",0,2,5,0," 4,000 "," 15,000 "," 19,000 "
ID685,56,Divorsiado,Life plata,PREMIUN, 7 ,113,7," 16,000 ",0,3,1,0," 35,000 "," 75,000 "," 110,000 "
ID686,28,Soltero,Oro,PREMIUN, -   ,0,3," 12,000 ",1,4,3,1," 30,000 "," 13,000 "," 43,000 "
ID687,28,Divorsiado,Black,PREMIUN, -   ,0,3," 16,000 ",1,3,4,0," 6,000 "," 58,000 "," 64,000 "
ID688,25,Casado,Oro,CLASICO, 6 ,0,1," 17,000 ",0,4,0,1," 3,000 "," 76,000 "," 79,000 "
ID689,25,Casado,Life signature,CLASICO, 11 ,0,1," 18,000 ",0,2,2,1," 5,000 "," 125,000 "," 130,000 "
ID690,29,Soltero,Plata,PREMIUN, -   ,0,2," 19,000 ",1,2,0,0, -   ," 74,000 "," 74,000 "
ID691,29,Casado,Life plata,PREMIUN," 28,203 ",0,2," 14,000 ",0,3,7,0, -   ," 80,000 "," 80,000 "
ID692,33,Casado,Plata,PREMIUN, 3 ,0,3," 19,000 ",0,2,1,1, -   ," 80,000 "," 80,000 "
ID693,33,Casado,Plata,PREMIUN," 3,837 ",0,3," 12,000 ",1,3,7,0, -   ," 60,000 "," 60,000 "
ID694,25,Divorsiado,Life signature,PREMIUN, -   ,0,2," 14,000 ",0,3,6,1," 5,000 "," 24,000 "," 29,000 "
ID695,25,Soltero,Oro,PREMIUN," 3,264 ",0,2," 17,000 ",1,3,0,1, -   ," 50,000 "," 50,000 "
ID696,39,Casado,Plata,PREMIUN, 401 ,0,2," 18,000 ",1,4,0,0, -   ," 70,000 "," 70,000 "
ID697,39,Casado,Plata,PREMIUN," 5,776 ",0,2," 13,000 ",1,2,9,0, -   ," 17,000 "," 17,000 "
ID698,26,Soltero,Life plata,CLASICO," 9,901 ",0,2," 12,000 ",1,2,5,0," 30,000 "," 13,000 "," 43,000 "
ID699,26,Soltero,Life plata,CLASICO," 1,756 ",0,2," 12,000 ",1,4,0,0, -   ," 15,000 "," 15,000 "
ID700,39,Soltero,Oro,PREMIUN, 765 ,0,2," 14,000 ",1,3,0,0, -   ," 35,000 "," 35,000 "
ID701,39,Divorsiado,Life signature,PREMIUN, -   ,0,2," 14,000 ",1,4,0,0," 5,000 "," 125,000 "," 130,000 "
ID702,44,Divorsiado,Plata,VIP,-718 ,0,2," 15,000 ",0,3,2,1, -   ," 80,000 "," 80,000 "
ID703,44,Casado,Life plata,VIP, -   ,0,2," 16,000 ",1,3,2,1, -   ," 50,000 "," 50,000 "
ID704,27,Divorsiado,Oro,VIP, -   ,0,2," 14,000 ",1,4,0,1," 6,000 "," 13,000 "," 19,000 "
ID705,27,Casado,Black,VIP," 3,828 ",0,2," 16,000 ",1,3,0,1, -   ," 60,000 "," 60,000 "
ID706,63,Casado,Oro,PREMIUN," 33,333 ",28,6," 17,000 ",0,2,0,1," 2,000 "," 27,000 "," 29,000 "
ID707,40,Casado,Life plata,PREMIUN,-14 ,0,1," 14,000 ",1,4,0,1, -   ," 100,000 "," 100,000 "
ID708,40,Divorsiado,Oro,PREMIUN," 1,077 ",0,1," 19,000 ",0,2,2,0," 5,000 "," 24,000 "," 29,000 "
ID709,28,Soltero,Life plata,CLASICO," 6,964 ",0,1," 16,000 ",0,4,3,1, -   ," 70,000 "," 70,000 "
ID710,28,Soltero,Life plata,CLASICO, -   ,0,1," 15,000 ",0,4,0,0," 13,000 "," 57,000 "," 70,000 "
ID711,23,Soltero,Plata,VIP, -   ,0,1," 14,000 ",0,4,10,0," 1,000 "," 18,000 "," 19,000 "
ID712,23,Soltero,Life signature,VIP,-22 ,0,1," 13,000 ",1,2,4,0, -   ," 15,000 "," 15,000 "
ID713,23,Soltero,Life signature,VIP,-837 ,0,1," 15,000 ",0,2,0,0, -   ," 69,000 "," 69,000 "
ID714,23,Divorsiado,Life plata,VIP, 259 ,0,1," 13,000 ",1,2,0,1, -   ," 35,000 "," 35,000 "
ID715,24,Soltero,Plata,CLASICO, -   ,0,2," 13,000 ",0,2,1,1, -   ," 110,000 "," 110,000 "
ID716,24,Soltero,Plata,CLASICO, -   ,0,2," 13,000 ",1,3,6,0, -   ," 50,000 "," 50,000 "
ID717,24,Divorsiado,Life signature,CLASICO, 209 ,0,0," 17,000 ",0,4,3,1," 6,000 "," 13,000 "," 19,000 "
ID718,24,Casado,Plata,CLASICO, -   ,0,0," 12,000 ",0,3,8,1, -   ," 80,000 "," 80,000 "
ID719,23,Casado,Life signature,PREMIUN," 12,477 ",0,0," 17,000 ",0,2,0,0, -   ," 30,000 "," 30,000 "
ID720,23,Divorsiado,Life signature,PREMIUN, -   ,0,0," 16,000 ",0,3,0,1, -   ," 100,000 "," 100,000 "
ID721,41,Soltero,Black,PREMIUN," 1,055 ",0,2," 13,000 ",0,2,0,1, -   ," 70,000 "," 70,000 "
ID722,41,Soltero,Black,PREMIUN," 2,362 ",0,2," 13,000 ",0,4,6,0," 13,000 "," 57,000 "," 70,000 "
ID723,25,Casado,Life signature,PREMIUN,-8 ,0,1," 14,000 ",1,4,10,1, -   ," 75,000 "," 75,000 "
ID724,25,Soltero,Black,PREMIUN, 0 ,0,1," 19,000 ",1,4,0,1," 1,000 "," 18,000 "," 19,000 "
ID725,54,Divorsiado,Life signature,PREMIUN," 2,267 ",0,0," 14,000 ",1,4,3,1, -   ," 20,000 "," 20,000 "
ID726,54,Casado,Plata,PREMIUN,-556 ,0,0," 16,000 ",1,2,5,1, -   ," 69,000 "," 69,000 "
ID727,43,Soltero,Oro,VIP, -   ,97,8," 19,000 ",0,2,0,1, -   ," 93,000 "," 93,000 "
ID728,43,Divorsiado,Life plata,VIP, -   ,0,2," 15,000 ",0,2,2,1, -   ," 110,000 "," 110,000 "
ID729,43,Divorsiado,Plata,VIP," 4,703 ",0,2," 17,000 ",0,4,0,0, -   ," 90,000 "," 90,000 "
ID730,27,Divorsiado,Plata,CLASICO, 210 ,0,1," 18,000 ",1,2,0,0, -   ," 80,000 "," 80,000 "
ID731,27,Divorsiado,Life signature,CLASICO, -   ,0,1," 17,000 ",1,3,6,1, -   ," 76,000 "," 76,000 "
ID732,33,Divorsiado,Plata,PREMIUN, -   ,0,3," 17,000 ",0,3,1,0, -   ," 60,000 "," 60,000 "
ID733,33,Soltero,Life signature,PREMIUN, 43 ,0,3," 18,000 ",0,2,2,1, -   ," 30,000 "," 30,000 "
ID734,50,Casado,Plata,VIP," 3,481 ",0,2," 14,000 ",0,3,3,1," 18,000 "," 5,000 "," 23,000 "
ID735,50,Casado,Life plata,VIP," 1,762 ",0,2," 16,000 ",0,2,10,1, -   ," 70,000 "," 70,000 "
ID736,32,Divorsiado,Life plata,VIP, -   ,0,1," 18,000 ",0,3,4,1," 7,000 "," 4,000 "," 11,000 "
ID737,32,Casado,Oro,VIP, 431 ,0,1," 19,000 ",1,3,7,1, -   ," 75,000 "," 75,000 "
ID738,35,Soltero,Black,PREMIUN," 3,321 ",0,1," 15,000 ",1,2,10,0, -   ," 113,000 "," 113,000 "
ID739,35,Soltero,Oro,PREMIUN, -   ,0,1," 15,000 ",1,2,9,1, -   ," 20,000 "," 20,000 "
ID740,38,Soltero,Life plata,VIP, -   ,0,3," 12,000 ",0,4,0,0," 24,000 "," 47,000 "," 71,000 "
ID741,38,Casado,Black,VIP," 3,844 ",0,3," 15,000 ",1,3,0,0, -   ," 90,000 "," 90,000 "
ID742,38,Soltero,Life signature,PREMIUN," 41,796 ",0,2," 13,000 ",0,3,0,1," 4,000 "," 59,000 "," 63,000 "
ID743,38,Casado,Oro,CLASICO," 7,363 ",0,2," 19,000 ",0,2,0,1, -   ," 76,000 "," 76,000 "
ID744,29,Casado,Life plata,VIP, -   ,0,1," 15,000 ",1,3,0,0," 19,000 "," 75,000 "," 94,000 "
ID745,29,Divorsiado,Oro,VIP,-1 ,0,1," 14,000 ",1,3,0,1, -   ," 60,000 "," 60,000 "
ID746,26,Casado,Oro,VIP," 85,650 ",1322,3," 19,000 ",1,2,0,1," 2,000 "," 77,000 "," 79,000 "
ID747,26,Casado,Life signature,VIP," 15,593 ",1042,3," 18,000 ",0,3,0,0," 18,000 "," 5,000 "," 23,000 "
ID748,64,Soltero,Black,VIP," 11,427 ",31,4," 14,000 ",0,4,7,1, -   ," 70,000 "," 70,000 "
ID749,53,Soltero,Plata,PREMIUN," 36,923 ",0,2," 14,000 ",0,2,0,0, -   ," 50,000 "," 50,000 "
ID750,53,Divorsiado,Black,PREMIUN," 2,647 ",0,2," 17,000 ",1,2,6,0," 7,000 "," 4,000 "," 11,000 "
ID751,62,Soltero,Life plata,CLASICO, 300 ,220,2," 15,000 ",0,2,0,0, -   ," 6,000 "," 6,000 "
ID752,62,Divorsiado,Plata,CLASICO,-31 ,3356,2," 19,000 ",0,3,0,1, -   ," 113,000 "," 113,000 "
ID753,24,Soltero,Black,VIP, 35 ,1933,1," 18,000 ",1,4,2,0," 15,000 "," 120,000 "," 135,000 "
ID754,24,Soltero,Life plata,VIP, -   ,2343,1," 18,000 ",1,2,1,0," 24,000 "," 47,000 "," 71,000 "
ID755,33,Soltero,Life signature,PREMIUN," 3,857 ",0,2," 14,000 ",1,4,0,0," 11,000 "," 37,000 "," 48,000 "
ID756,33,Soltero,Life plata,PREMIUN," 22,201 ",0,2," 16,000 ",1,3,8,1," 4,000 "," 59,000 "," 63,000 "
ID757,26,Casado,Life signature,CLASICO, -   ,743,2," 19,000 ",0,2,3,1, -   ," 52,000 "," 52,000 "
ID758,26,Divorsiado,Life signature,CLASICO, 382 ,427,2," 17,000 ",1,2,9,1," 19,000 "," 75,000 "," 94,000 "
ID759,38,Casado,Plata,VIP," 27,516 ",1506,2," 15,000 ",1,2,0,0, -   ," 70,000 "," 70,000 "
ID760,38,Casado,Plata,VIP," 1,806 ",2592,2," 12,000 ",0,2,9,0," 2,000 "," 77,000 "," 79,000 "
ID761,63,Casado,Life signature,CLASICO, -   ,246,1," 19,000 ",1,2,6,1, -   ," 50,000 "," 50,000 "
ID762,63,Viudo,Plata,CLASICO," 2,597 ",0,1," 15,000 ",0,3,6,0, -   ," 90,000 "," 90,000 "
ID763,53,Soltero,Life plata,VIP," 2,126 ",0,3," 18,000 ",1,3,3,0, -   ," 100,000 "," 100,000 "
ID764,53,Divorsiado,Black,VIP, 11 ,0,3," 15,000 ",1,4,1,1, -   ," 6,000 "," 6,000 "
ID765,48,Divorsiado,Life signature,VIP, -   ,0,0," 19,000 ",1,3,5,0, -   ," 90,000 "," 90,000 "
ID766,48,Soltero,Plata,VIP," 28,203 ",0,0," 15,000 ",0,3,1,0," 15,000 "," 120,000 "," 135,000 "
ID767,27,Divorsiado,Oro,CLASICO," 3,837 ",0,3," 19,000 ",1,4,0,1," 11,000 "," 37,000 "," 48,000 "
ID768,27,Soltero,Plata,CLASICO, 867 ,0,3," 15,000 ",0,4,3,1, -   ," 70,000 "," 70,000 "
ID769,42,Soltero,Oro,PREMIUN, -   ,47,5," 15,000 ",1,4,0,0," 15,000 "," 58,000 "," 73,000 "
ID770,25,Soltero,Oro,PREMIUN, 560 ,0,2," 19,000 ",1,4,7,0, -   ," 40,000 "," 40,000 "
ID771,25,Soltero,Life plata,PREMIUN, -   ,0,2," 13,000 ",0,4,2,0, -   ," 52,000 "," 52,000 "
ID772,47,Casado,Life signature,CLASICO," 10,390 ",0,1," 16,000 ",0,3,6,0, -   ," 120,000 "," 120,000 "
ID773,47,Soltero,Life plata,CLASICO, 401 ,0,1," 12,000 ",0,4,5,0, -   ," 70,000 "," 70,000 "
ID774,41,Casado,Life signature,CLASICO," 6,717 ",0,2," 19,000 ",0,4,0,0," 1,000 "," 7,000 "," 8,000 "
ID775,41,Soltero,Black,CLASICO," 1,756 ",0,2," 12,000 ",1,2,8,1, -   ," 90,000 "," 90,000 "
ID776,35,Casado,Black,CLASICO," 4,765 ",0,2," 15,000 ",1,3,0,1," 32,000 "," 5,000 "," 37,000 "
ID777,35,Soltero,Life plata,CLASICO, 765 ,0,2," 16,000 ",0,2,0,0, -   ," 100,000 "," 100,000 "
ID778,34,Divorsiado,Life plata,PREMIUN," 27,547 ",0,3," 19,000 ",0,2,0,0," 2,000 "," 9,000 "," 11,000 "
ID779,34,Soltero,Plata,PREMIUN, -   ,0,3," 13,000 ",0,3,0,1, -   ," 90,000 "," 90,000 "
ID780,30,Casado,Life plata,PREMIUN, 357 ,0,1," 17,000 ",0,4,0,0," 5,000 "," 49,000 "," 54,000 "
ID781,30,Soltero,Life signature,PREMIUN, -   ,0,1," 17,000 ",0,2,1,0, -   ," 70,000 "," 70,000 "
ID782,32,Divorsiado,Life signature,VIP,-261 ,0,1," 17,000 ",1,4,0,1, -   ," 57,000 "," 57,000 "
ID783,32,Soltero,Oro,VIP,-14 ,0,1," 13,000 ",1,3,2,0, -   ," 40,000 "," 40,000 "
ID784,31,Divorsiado,Life signature,VIP, 790 ,0,1," 15,000 ",1,3,5,1," 1,000 "," 78,000 "," 79,000 "
ID785,31,Soltero,Life plata,VIP, -   ,0,1," 12,000 ",0,3,0,1, -   ," 120,000 "," 120,000 "
ID786,37,Divorsiado,Life signature,PREMIUN,-46 ,0,2," 14,000 ",1,3,0,1," 7,000 "," 4,000 "," 11,000 "
ID787,37,Soltero,Oro,PREMIUN, -   ,0,2," 14,000 ",0,4,1,0," 1,000 "," 7,000 "," 8,000 "
ID788,29,Soltero,Black,CLASICO, -   ,0,1," 19,000 ",1,4,0,1, -   ," 30,000 "," 30,000 "
ID789,29,Divorsiado,Life plata,CLASICO,-837 ,0,1," 16,000 ",1,3,0,1," 32,000 "," 5,000 "," 37,000 "
ID790,60,Soltero,Life plata,PREMIUN," 3,408 ",56,5," 13,000 ",0,4,0,0, -   ," 70,000 "," 70,000 "
ID791,47,Casado,Life plata,VIP," 3,408 ",24,4," 12,000 ",0,4,0,0, -   ," 40,000 "," 40,000 "
ID792,22,Soltero,Life signature,PREMIUN, -   ,0,3," 17,000 ",1,3,0,1," 19,000 "," 10,000 "," 29,000 "
ID793,22,Soltero,Life signature,PREMIUN, -   ,0,3," 18,000 ",1,3,0,0," 2,000 "," 9,000 "," 11,000 "
ID794,30,Casado,Life signature,PREMIUN, -   ,0,1," 14,000 ",0,2,0,1," 5,000 "," 49,000 "," 54,000 "
ID795,30,Divorsiado,Life signature,PREMIUN, -   ,0,1," 14,000 ",0,2,0,1, -   ," 110,000 "," 110,000 "
ID796,29,Soltero,Black,VIP," 22,335 ",22,2," 16,000 ",1,4,0,0," 4,000 "," 25,000 "," 29,000 "
ID797,29,Divorsiado,Oro,VIP," 12,477 ",2419,2," 14,000 ",1,3,3,0, -   ," 57,000 "," 57,000 "
ID798,35,Casado,Life signature,CLASICO," 1,055 ",2595,1," 18,000 ",1,2,1,1," 1,000 "," 78,000 "," 79,000 "
ID799,35,Casado,Oro,CLASICO, 36 ,403,1," 17,000 ",1,4,6,0," 12,000 "," 16,000 "," 28,000 "
ID800,25,Casado,Oro,CLASICO,-8 ,1129,2," 18,000 ",1,4,1,0," 7,000 "," 4,000 "," 11,000 "
ID801,25,Casado,Plata,CLASICO," 19,890 ",187,2," 12,000 ",1,3,0,0," 2,000 "," 47,000 "," 49,000 "
ID802,58,Divorsiado,Plata,PREMIUN," 10,935 ",0,1," 15,000 ",1,3,0,1, -   ," 75,000 "," 75,000 "
ID803,58,Viudo,Life signature,PREMIUN," 2,267 ",0,1," 19,000 ",0,3,2,0, -   ," 30,000 "," 30,000 "
ID804,31,Soltero,Life plata,VIP, -   ,2940,2," 14,000 ",1,3,0,0, -   ," 70,000 "," 70,000 "
ID805,31,Casado,Life signature,VIP," 4,703 ",3583,2," 15,000 ",0,3,4,1," 19,000 "," 10,000 "," 29,000 "
ID806,47,Casado,Black,VIP, -   ,1630,1," 19,000 ",1,3,8,0," 18,000 "," 21,000 "," 39,000 "
ID807,47,Casado,Black,VIP, -   ,3800,1," 18,000 ",1,2,3,0, -   ," 110,000 "," 110,000 "
ID808,61,Divorsiado,Life plata,PREMIUN, -   ,0,3," 13,000 ",1,3,2,0," 21,000 "," 2,000 "," 23,000 "
ID809,61,Viudo,Plata,PREMIUN, -   ,0,3," 16,000 ",1,4,3,1," 4,000 "," 25,000 "," 29,000 "
ID810,28,Soltero,Life signature,PREMIUN, -   ,0,0," 13,000 ",0,2,3,0," 17,000 "," 70,000 "," 87,000 "
ID811,28,Casado,Plata,PREMIUN," 3,481 ",0,0," 16,000 ",0,4,3,0," 12,000 "," 16,000 "," 28,000 "
ID812,43,Divorsiado,Life plata,CLASICO, 0 ,16,8," 16,000 ",1,3,4,0," 22,000 "," 31,000 "," 53,000 "
ID813,31,Soltero,Oro,CLASICO, -   ,3280,2," 16,000 ",1,2,4,0," 13,000 "," 5,000 "," 18,000 "
ID814,31,Divorsiado,Oro,CLASICO, -   ,64,2," 17,000 ",0,2,2,0," 2,000 "," 47,000 "," 49,000 "
ID815,25,Divorsiado,Life plata,CLASICO," 10,337 ",0,1," 15,000 ",1,4,2,1," 19,000 "," 140,000 "," 159,000 "
ID816,25,Soltero,Life signature,CLASICO," 3,321 ",0,1," 12,000 ",1,4,2,1, -   ," 75,000 "," 75,000 "
ID817,23,Soltero,Plata,PREMIUN, -   ,0,1," 12,000 ",0,2,0,0," 18,000 "," 51,000 "," 69,000 "
ID818,23,Casado,Black,PREMIUN, -   ,0,1," 12,000 ",0,4,2,0, -   ," 70,000 "," 70,000 "
ID819,55,Divorsiado,Oro,PREMIUN," 41,796 ",0,1," 14,000 ",1,4,3,0," 18,000 "," 21,000 "," 39,000 "
ID820,55,Casado,Oro,CLASICO," 2,153 ",0,1," 14,000 ",1,4,4,1," 28,000 "," 65,000 "," 93,000 "
ID821,28,Soltero,Oro,CLASICO, -   ,0,1," 13,000 ",0,3,0,0, -   ," 120,000 "," 120,000 "
ID822,28,Soltero,Black,CLASICO, -   ,0,1," 16,000 ",1,4,4,1," 21,000 "," 2,000 "," 23,000 "
ID823,56,Divorsiado,Life signature,VIP, 996 ,0,2," 15,000 ",1,3,0,0, -   ," 40,000 "," 40,000 "
ID824,56,Divorsiado,Plata,VIP," 85,650 ",0,2," 17,000 ",0,3,2,0," 17,000 "," 70,000 "," 87,000 "
ID825,30,Soltero,Oro,PREMIUN," 36,923 ",0,2," 14,000 ",1,3,2,0," 13,000 "," 5,000 "," 18,000 "
ID826,30,Divorsiado,Life plata,PREMIUN," 96,550 ",0,2," 17,000 ",1,3,9,0, -   ," 70,000 "," 70,000 "
ID827,28,Casado,Life plata,PREMIUN, 300 ,0,1," 12,000 ",1,3,4,0," 19,000 "," 140,000 "," 159,000 "
ID828,28,Divorsiado,Life signature,PREMIUN," 18,710 ",0,1," 16,000 ",0,3,0,0, -   ," 35,000 "," 35,000 "
ID829,28,Divorsiado,Life plata,PREMIUN, -   ,0,0," 15,000 ",0,2,0,1," 7,000 "," 7,000 "," 14,000 "
ID830,28,Casado,Oro,PREMIUN, 35 ,0,0," 12,000 ",1,2,2,0," 18,000 "," 51,000 "," 69,000 "
ID831,32,Casado,Oro,VIP, -   ,0,3," 16,000 ",1,2,1,1," 22,000 "," 31,000 "," 53,000 "
ID832,32,Casado,Black,VIP," 3,857 ",0,3," 12,000 ",0,2,4,1," 28,000 "," 65,000 "," 93,000 "
ID833,58,Soltero,Life plata,CLASICO," 2,153 ",44,3," 19,000 ",0,2,0,1, -   ," 6,000 "," 6,000 "
ID834,28,Casado,Plata,CLASICO, 1 ,0,2," 16,000 ",0,2,0,1," 8,000 "," 40,000 "," 48,000 "
ID835,28,Divorsiado,Life signature,CLASICO, -   ,0,2," 12,000 ",1,4,4,1, -   ," 120,000 "," 120,000 "
ID836,41,Soltero,Life signature,VIP," 102,053 ",0,1," 16,000 ",1,3,0,1," 3,000 "," 77,000 "," 80,000 "
ID837,41,Casado,Life plata,VIP," 27,516 ",0,1," 14,000 ",1,2,4,0, -   ," 40,000 "," 40,000 "
ID838,27,Casado,Life plata,PREMIUN, -   ,0,1," 14,000 ",1,3,0,1, -   ," 100,000 "," 100,000 "
